Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,mileage_new,engine_new,power_new,age,make,model,KM_Driven
Mumbai,Petrol,Manual,First,5,3.5,25.17,799,53.3,3,renault,kwid,24
Bangalore,Petrol,Manual,Second,5,6.3,18.6,1197,81.83,5,hyundai,i20,39
Jaipur,Diesel,Manual,First,5,3.75,23.2,1248,73.94,7,maruti,ritz,65
Mumbai,Petrol,Manual,First,5,1.95,16.1,1298,88.2,11,maruti,swift,53
Mumbai,Petrol,Manual,First,5,4.95,20.3,1199,84,2,tata,tigor,22
Kochi,Diesel,Manual,First,5,5.36,28.4,1248,74,5,maruti,swift,53
Delhi,Petrol,Manual,First,7,6.35,16.02,1373,93.7,6,maruti,ertiga,17
Kochi,Petrol,Manual,First,5,4.07,20.36,1197,78.9,3,hyundai,i10,49
Kolkata,Diesel,Manual,First,5,2.99,22.07,1199,73.9,8,volkswagen,polo,45
Delhi,Diesel,Manual,First,5,7.9,24.3,1248,88.5,3,maruti,vitara,40
Mumbai,Diesel,Manual,First,5,7.49,19.87,1461,83.8,4,renault,duster,36
Jaipur,Diesel,Manual,First,5,1.1,18,1248,75,11,tata,indica,117
Mumbai,Diesel,Manual,First,5,3.5,25.4,1186,73.97,4,hyundai,xcent,50
Bangalore,Petrol,Manual,First,5,2.25,15.6,1196,70,10,ford,figo,102
Chennai,Diesel,Manual,First,5,5.95,25.2,1248,74,4,maruti,swift,38
Hyderabad,Diesel,Manual,First,5,4.95,23.08,1461,63.12,7,renault,pulse,71
Bangalore,Petrol,Manual,Second,5,5.49,16.47,1198,74,5,volkswagen,polo,46
Jaipur,Diesel,Manual,First,5,6.9,26.21,1248,88.5,4,maruti,ciaz,84
Kolkata,Diesel,Manual,First,5,5.99,25.1,1498,98.6,6,honda,city,55
Kochi,Petrol,Automatic,Third,5,2.21,12,1493,100,14,honda,city,99
Pune,Petrol,Manual,First,5,2.95,21.1,814,55.2,5,hyundai,eon,66
Hyderabad,Diesel,Manual,First,5,4.9,22.9,1248,74,8,maruti,swift,80
Hyderabad,Diesel,Manual,First,8,12.5,12.99,2494,100,7,toyota,innova,92
Hyderabad,Diesel,Manual,First,5,5,27.28,1047,69,3,tata,tiago,53
Kochi,Petrol,Manual,Second,5,3.46,25.17,799,53.3,3,renault,kwid,24
Pune,Diesel,Manual,First,5,4,23,1396,90,8,hyundai,i20,75
Kochi,Diesel,Manual,First,5,5.87,21.43,1364,87.2,7,toyota,corolla,74
Coimbatore,Diesel,Manual,First,8,3.88,18.2,1248,73.8,6,chevrolet,enjoy,74
Delhi,Diesel,Manual,First,5,3.5,21.64,1461,84.8,8,nissan,sunny,52
Jaipur,Petrol,Manual,First,8,2.35,16.8,796,34.2,5,maruti,omni,15
Chennai,Petrol,Manual,Second,5,2,16.6,1388,68,13,ford,fiesta,75
Mumbai,Diesel,Manual,First,5,6.35,22.54,1396,88.73,5,hyundai,i20,57
Chennai,Diesel,Manual,First,5,7.9,22.77,1498,98.59,4,ford,ecosport,20
Mumbai,Petrol,Manual,First,5,3.25,18.5,1197,80,9,hyundai,i20,52
Kolkata,Diesel,Manual,First,5,2.85,23.08,1461,63.1,9,nissan,micra,39
Pune,Diesel,Manual,Second,5,3.2,20,1399,68,10,ford,figo,129
Kolkata,Petrol,Manual,First,5,1.75,18.44,1198,75,7,nissan,micra,45
Hyderabad,Petrol,Manual,First,5,2.9,14,796,35,3,maruti,omni,21
Ahmedabad,Diesel,Manual,First,5,4.25,21.9,1396,88.8,8,hyundai,i20,55
Kochi,Diesel,Manual,First,5,5.34,25.2,1248,74,4,maruti,swift,45
Jaipur,Diesel,Manual,First,5,3.85,25.2,1248,74,6,maruti,swift,105
Mumbai,Diesel,Manual,First,5,4.2,24.4,1120,71,4,hyundai,xcent,135
Delhi,Diesel,Manual,First,7,6.75,20.77,1248,88.7,4,maruti,ertiga,67
Coimbatore,Diesel,Manual,First,5,8.61,22.54,1396,88.73,1,hyundai,i20,32
Mumbai,Petrol,Manual,First,5,1.46,19,998,67.1,11,maruti,zen,47
Mumbai,Diesel,Manual,Second,5,2.8,21.1,1248,73.9,9,maruti,ritz,75
Mumbai,Petrol,Manual,First,5,2.45,17.5,1298,85.8,11,maruti,swift,60
Mumbai,Petrol,Manual,First,5,1.38,15,1368,90,10,tata,manza,41
Bangalore,Petrol,Automatic,Second,5,3.1,16.95,1197,78.9,11,hyundai,i10,60
Mumbai,Petrol,Manual,First,5,5.49,21.4,1197,83.1,4,maruti,baleno,8
Kochi,Diesel,Manual,First,5,9.51,24.3,1248,88.5,3,maruti,vitara,35
Mumbai,Petrol,Manual,First,5,2.39,15.6,1196,70.02,8,ford,figo,23
Ahmedabad,Diesel,Manual,First,7,1.85,14.95,2489,93.7,10,mahindra,xylo,91
Hyderabad,Diesel,Manual,First,5,5.8,19.3,1248,73.9,7,maruti,swift,83
Hyderabad,Petrol,Manual,First,5,6.9,16.2,1199,74,3,volkswagen,polo,22
Bangalore,Petrol,Manual,First,5,2.85,19.81,1086,68.05,10,hyundai,i10,56
Jaipur,Petrol,Manual,Third,5,0.45,17.3,993,60,22,maruti,zen,95
Coimbatore,Petrol,Manual,First,5,4.64,20.36,1197,78.9,7,hyundai,i10,32
Coimbatore,Diesel,Manual,First,5,5.27,25.8,1498,98.6,4,honda,amaze,51
Mumbai,Petrol,Manual,First,5,3.95,18.5,1198,86.8,5,honda,brio,22
Kochi,Petrol,Manual,First,5,3.38,17,1197,80,10,hyundai,i20,30
Kolkata,Petrol,Manual,First,5,1.99,16.7,1198,88.8,10,honda,jazz,45
Coimbatore,Petrol,Manual,First,5,5.84,18.9,1197,82,3,hyundai,grand,33
Coimbatore,Petrol,Manual,First,5,6.69,19.1,1197,85.8,6,maruti,swift,57
Mumbai,Petrol,Manual,First,5,3.1,16.47,1198,73.9,8,volkswagen,polo,41
Jaipur,Petrol,Manual,First,8,1.55,19.7,796,35,8,maruti,omni,65
Coimbatore,Petrol,Automatic,First,5,6.84,18.9,1197,81.86,1,hyundai,grand,12
Hyderabad,Petrol,Manual,First,4,1.6,25.4,624,37.5,6,tata,nano,16
Mumbai,Petrol,Manual,First,5,4.75,16.47,1198,74,5,volkswagen,polo,22
Chennai,Petrol,Manual,First,5,2.45,22.74,796,47.3,5,maruti,alto,63
Jaipur,Petrol,Manual,First,5,4.25,18.9,1197,82,4,hyundai,grand,22
Mumbai,Petrol,Manual,First,5,5.5,18.2,1199,82.4,6,chevrolet,sail,10
Kolkata,Petrol,Manual,First,5,4,20.85,1197,83.14,5,maruti,swift,107
Kochi,Petrol,Manual,First,5,4.65,17.57,1193,88.7,3,tata,zest,48
Hyderabad,Diesel,Manual,First,5,3.9,21.1,1248,73.9,7,maruti,ritz,85
Jaipur,Petrol,Manual,First,5,5.6,18.9,1197,81.86,3,hyundai,grand,14
Pune,Diesel,Manual,Third,5,2.25,28.4,1248,73.75,8,maruti,dzire,150
Pune,Petrol,Manual,Second,5,2,18.9,998,67.1,14,maruti,wagon,52
Mumbai,Petrol,Manual,First,5,3.5,16.47,1198,73.9,9,volkswagen,polo,20
Chennai,Petrol,Manual,First,5,3.45,22.5,998,67.04,6,maruti,wagon,52
Kolkata,Diesel,Manual,First,5,4.5,23.4,1248,74,7,maruti,swift,43
Bangalore,Petrol,Manual,First,5,5.5,18.9,1197,82,4,hyundai,grand,51
Mumbai,Diesel,Manual,First,5,3,23.08,1461,63.1,7,nissan,micra,69
Coimbatore,Petrol,Manual,First,5,6.08,18.9,1197,81.86,3,hyundai,grand,62
Pune,Petrol,Manual,First,5,2.1,21.1,814,55.2,7,hyundai,eon,30
Ahmedabad,Petrol,Manual,Second,5,1.4,17.3,1061,64,16,maruti,wagon,60
Delhi,Diesel,Manual,First,5,4.3,22.9,1248,74,6,maruti,swift,50
Kochi,Diesel,Manual,First,7,6.91,20.77,1248,88.76,5,maruti,ertiga,58
Jaipur,Diesel,Manual,Second,5,4,19.3,1248,73.9,10,maruti,swift,130
Hyderabad,Diesel,Manual,First,5,3.65,23.2,1248,73.94,9,maruti,ritz,79
Kochi,Petrol,Manual,First,5,4.51,19.4,1198,86.8,5,honda,brio,49
Coimbatore,Diesel,Manual,First,5,3.7,21.02,1248,88.8,6,tata,manza,54
Delhi,Petrol,Manual,First,5,4.15,18.6,1197,85.8,5,maruti,swift,62
Mumbai,Petrol,Manual,First,5,4.25,18,1198,86.7,3,honda,amaze,32
Chennai,Petrol,Manual,Third,5,0.8,13.8,1299,70,18,ford,ikon,65
Hyderabad,Petrol,Manual,First,5,2.25,19,998,66.1,12,maruti,a-star,51
Kolkata,Diesel,Manual,First,7,4.85,14.07,1948,83.1,4,tata,sumo,46
Chennai,Diesel,Manual,Second,5,2.5,23.19,1461,63.12,8,nissan,micra,93
Pune,Petrol,Manual,First,4,0.5,16.1,796,37,17,maruti,800,52
Delhi,Diesel,Manual,First,5,4.5,21.5,1248,88.8,6,maruti,sx4,90
Bangalore,Petrol,Automatic,First,5,4.75,15,1396,98.6,7,hyundai,i20,72
Pune,Diesel,Manual,First,5,4.65,25.8,1498,98.6,5,honda,amaze,110
Ahmedabad,Diesel,Manual,First,5,4.65,28.4,1248,73.75,7,maruti,dzire,56
Kolkata,Petrol,Manual,First,5,3.15,18.6,1197,85.8,7,maruti,swift,60
Chennai,Diesel,Manual,First,5,4.5,22.9,1248,74,8,maruti,swift,63
Mumbai,Petrol,Manual,First,5,4.31,20.4,1197,81.8,4,maruti,swift,29
Kochi,Petrol,Manual,First,5,6.2,18.7,1199,88.7,4,honda,jazz,25
Kochi,Petrol,Manual,First,5,3.32,16.47,1198,73.9,9,volkswagen,polo,58
Bangalore,Petrol,Manual,First,5,4.7,16.78,1496,88.73,7,toyota,etios,132
Kolkata,Petrol,Manual,First,5,7.34,19,1194,94.68,2,ford,freestyle,8
Delhi,Petrol,Manual,First,5,6.9,21.4,1197,83.1,4,maruti,baleno,17
Mumbai,Petrol,Manual,First,5,5.9,18.2,1199,88.7,4,honda,jazz,31
Ahmedabad,Diesel,Manual,First,5,4.1,25.8,1498,98.6,6,honda,amaze,81
Jaipur,Diesel,Manual,First,5,5.25,23.4,1248,74,6,maruti,swift,75
Kolkata,Diesel,Manual,Second,5,1.2,22.3,1248,74,8,tata,indica,80
Delhi,Diesel,Manual,First,5,4.45,25.8,1498,98.6,5,honda,amaze,58
Kochi,Diesel,Manual,First,5,4.38,23.2,1248,73.94,5,maruti,ritz,57
Kochi,Diesel,Manual,First,5,7.9,28.09,1248,88.5,4,maruti,ciaz,40
Coimbatore,Petrol,Automatic,First,5,7.29,21.4,1197,83.1,2,maruti,baleno,34
Hyderabad,Diesel,Manual,First,5,6,23.5,1498,88.7,8,ford,fiesta,45
Jaipur,Petrol,Manual,First,5,1.5,19.7,796,46.3,11,maruti,alto,63
Coimbatore,Petrol,Manual,First,5,3.32,17.92,1086,62.1,8,hyundai,santro,43
Kochi,Diesel,Manual,First,5,4.94,22.9,1248,74,5,maruti,swift,46
Hyderabad,Petrol,Manual,First,5,3.4,25.17,799,53.3,4,renault,kwid,48
Kochi,Diesel,Manual,First,5,4.17,22.9,1248,74,7,maruti,swift,56
Hyderabad,Petrol,Manual,Second,5,1.25,17.3,993,60,15,maruti,zen,84
Mumbai,Petrol,Automatic,First,5,5.45,18.9,1197,82,4,hyundai,grand,9
Jaipur,Diesel,Manual,First,5,2.59,21.12,1248,88.8,8,tata,manza,79
Delhi,Petrol,Manual,Second,5,2.45,17.5,1197,85.8,10,maruti,swift,72
Pune,Petrol,Manual,Second,5,1.8,18.6,1199,79.4,9,chevrolet,beat,48
Mumbai,Petrol,Manual,First,5,4.9,18.7,1199,88.7,5,honda,jazz,31
Jaipur,Petrol,Manual,First,5,2.25,18.06,1198,75,10,nissan,micra,75
Coimbatore,Petrol,Automatic,First,5,8.89,19.12,1373,91.1,3,maruti,ciaz,51
Kolkata,Diesel,Manual,First,5,5.65,26.1,1498,99,2,ford,aspire,17
Jaipur,Diesel,Manual,First,7,7,20.77,1248,88.8,6,maruti,ertiga,57
Hyderabad,Petrol,Manual,First,5,2.95,22.74,796,47.3,4,maruti,alto,9
Chennai,Petrol,Manual,First,5,3.3,19.4,1198,86.8,7,honda,brio,53
Jaipur,Petrol,Manual,First,5,2.3,12.8,1493,100,13,honda,city,75
Delhi,Diesel,Manual,First,5,3.1,23.59,1364,67.06,7,toyota,etios,64
Chennai,Petrol,Manual,First,5,6.75,18.7,1199,88.7,3,honda,jazz,11
Kochi,Diesel,Manual,First,7,8.87,18.49,1493,100,3,mahindra,tuv,57
Pune,Diesel,Manual,First,7,4.5,20.77,1248,88.76,8,maruti,ertiga,168
Hyderabad,Diesel,Manual,First,7,8.75,20.77,1248,88.8,4,maruti,ertiga,85
Kolkata,Petrol,Manual,First,5,2.21,20.36,1197,78.9,9,hyundai,i10,35
Jaipur,Petrol,Manual,First,5,1.6,16.8,796,34.2,8,maruti,omni,126
Delhi,Petrol,Automatic,First,5,6.25,15.5,1198,86.7,4,honda,amaze,19
Ahmedabad,Diesel,Manual,First,5,6.25,28.09,1248,88.5,5,maruti,ciaz,52
Delhi,Diesel,Manual,First,5,5.1,22.7,1498,89.84,7,ford,ecosport,65
Hyderabad,Diesel,Manual,First,5,5.7,24,1120,70,4,hyundai,grand,75
Kochi,Diesel,Manual,First,5,2.4,25.44,936,56.3,8,chevrolet,beat,42
Mumbai,Diesel,Manual,First,7,3.49,17.21,1493,100,7,mahindra,quanto,35
Hyderabad,Petrol,Automatic,First,5,4,19.2,1197,80,9,hyundai,i10,54
Delhi,Diesel,Manual,First,5,3.85,23.59,1364,67.04,7,toyota,etios,84
Jaipur,Petrol,Manual,Second,5,3,20.36,1197,78.9,7,hyundai,i10,75
Kochi,Petrol,Manual,First,5,6.7,18.16,1196,86.8,2,ford,figo,24
Coimbatore,Petrol,Manual,First,5,6.14,18.5,1197,85.8,4,maruti,ritz,22
Bangalore,Petrol,Automatic,Second,5,4.4,15,1396,98.6,8,hyundai,i20,58
Pune,Diesel,Manual,First,5,4.25,26.59,1248,74,3,maruti,swift,57
Kochi,Petrol,Manual,First,5,4.45,20.3,998,68.05,3,hyundai,eon,30
Kolkata,Diesel,Manual,First,5,2.4,21.9,1396,90,9,hyundai,i20,38
Coimbatore,Petrol,Automatic,First,5,6.93,18.5,1197,83.14,3,maruti,swift,46
Ahmedabad,Diesel,Manual,First,5,4.25,21.9,1396,90,6,hyundai,i20,64
Chennai,Petrol,Manual,First,5,4.9,18.9,1197,82,5,hyundai,grand,15
Mumbai,Diesel,Manual,First,5,4.5,23,1396,90,6,hyundai,i20,32
Jaipur,Petrol,Manual,First,5,3,25.17,799,53.3,4,renault,kwid,12
Chennai,Petrol,Automatic,First,5,5.8,16.9,1197,82,5,hyundai,xcent,59
Chennai,Petrol,Automatic,First,5,3.5,23.1,998,67.04,5,maruti,celerio,55
Pune,Petrol,Manual,First,5,2,18.9,998,67.1,10,maruti,wagon,71
Chennai,Diesel,Manual,First,5,4,21.9,1396,88.8,8,hyundai,i20,70
Ahmedabad,Petrol,Manual,First,5,3.75,20.36,1197,78.9,6,hyundai,i10,51
Mumbai,Diesel,Manual,First,5,6.15,26,1498,98.6,6,honda,city,25
Pune,Petrol,Manual,First,5,2.4,20.92,998,67.1,8,maruti,alto,12
Pune,Diesel,Manual,Fourth & Above,5,2.15,17.8,1248,75,11,maruti,swift,80
Kolkata,Petrol,Manual,First,5,3.75,18.9,1197,82,4,hyundai,grand,21
Mumbai,Petrol,Manual,Second,5,2.15,15.6,1196,70,9,ford,figo,32
Bangalore,Petrol,Manual,First,5,4.75,18.9,1197,81.86,5,hyundai,grand,50
Ahmedabad,Diesel,Manual,First,5,4.35,25.8,1498,98.6,6,honda,amaze,61
Kochi,Petrol,Manual,First,5,4.27,19.81,1086,68.05,3,hyundai,i10,42
Jaipur,Diesel,Manual,Second,5,4.25,20.45,1461,83.8,8,renault,duster,97
Kochi,Diesel,Manual,First,5,8.61,24.3,1248,88.5,3,maruti,vitara,35
Coimbatore,Diesel,Manual,First,5,9.25,23,1498,98.96,2,ford,ecosport,32
Coimbatore,Petrol,Manual,First,5,7.53,16.47,1198,74,2,volkswagen,polo,22
Chennai,Petrol,Automatic,First,5,4.15,16.5,1198,86.8,8,honda,brio,31
Coimbatore,Petrol,Manual,First,5,5.84,18.16,1196,86.8,3,ford,figo,30
Pune,Petrol,Manual,First,5,3.55,20.36,1197,78.9,7,hyundai,i10,45
Hyderabad,Petrol,Manual,First,5,8.9,18.6,1197,81.83,2,hyundai,i20,11
Hyderabad,Diesel,Manual,Second,5,2.5,16.4,1896,90,14,skoda,octavia,121
Mumbai,Petrol,Manual,Second,5,1.8,15.3,1341,61,15,hyundai,getz,90
Chennai,Diesel,Manual,First,5,2.25,20,1399,68,10,ford,figo,78
Mumbai,Petrol,Manual,First,5,4.35,16.47,1198,74,5,volkswagen,polo,27
Hyderabad,Diesel,Manual,First,5,4.99,23,1396,90,8,hyundai,i20,42
Coimbatore,Petrol,Automatic,First,5,9.15,19,1199,88.7,2,honda,jazz,12
Mumbai,Petrol,Automatic,First,5,3.65,17.97,1498,99.6,7,renault,scala,7
Pune,Petrol,Manual,First,5,3.11,22.74,796,47.3,3,maruti,alto,38
Kochi,Petrol,Manual,First,5,4.57,17.6,1496,88.73,7,toyota,etios,56
Mumbai,Petrol,Manual,First,5,5.32,17,1197,80,6,hyundai,i20,17
Hyderabad,Petrol,Manual,First,5,3.2,20.36,1197,78.9,8,hyundai,i10,53
Kochi,Diesel,Manual,First,5,5.63,25.2,1248,74,4,maruti,swift,67
Hyderabad,Petrol,Manual,First,5,3,21.1,814,55.2,5,hyundai,eon,19
Delhi,Diesel,Manual,First,5,1.2,23.57,1396,70,9,tata,indigo,80
Delhi,Petrol,Manual,First,5,2.15,22.74,796,47.3,5,maruti,alto,61
Pune,Diesel,Manual,First,5,3.05,22.07,1199,73.9,10,volkswagen,polo,39
Hyderabad,Petrol,Manual,First,5,2.3,17.92,1086,62.1,12,hyundai,santro,80
Kolkata,Petrol,Manual,First,5,4.95,20.4,1197,81.8,4,maruti,swift,34
Hyderabad,Diesel,Manual,First,5,4.75,21.64,1461,84.8,7,renault,scala,130
Coimbatore,Diesel,Manual,First,5,10.15,24.3,1248,88.5,2,maruti,vitara,52
Kolkata,Petrol,Manual,First,5,2.65,18.06,1198,75,9,nissan,micra,44
Hyderabad,Diesel,Manual,First,5,3.8,20,1399,68.05,5,ford,figo,84
Chennai,Petrol,Manual,Second,5,3.75,17.71,1197,78.9,9,toyota,etios,42
Jaipur,Diesel,Manual,Third,5,4.11,21.27,1396,88.76,7,hyundai,i20,129
Chennai,Petrol,Manual,Second,5,4.25,18.16,1196,86.8,5,ford,figo,32
Jaipur,Petrol,Manual,First,5,0.9,15.26,1150,74.9,13,chevrolet,aveo,140
Hyderabad,Petrol,Manual,First,5,1.85,15.3,1341,83,14,hyundai,getz,63
Kolkata,Diesel,Manual,First,5,3.25,25.8,1498,98.6,7,honda,amaze,39
Coimbatore,Diesel,Manual,First,5,7.34,22.7,1498,89.84,6,ford,ecosport,70
Kolkata,Diesel,Manual,First,5,4.25,20.14,1498,88.5,5,volkswagen,crosspolo,26
Delhi,Petrol,Manual,First,5,6.45,18.6,1197,81.86,4,hyundai,elite,13
Jaipur,Petrol,Manual,Second,5,0.99,17.3,1061,64,15,maruti,wagon,115
Jaipur,Petrol,Manual,First,5,6.1,18.6,1197,81.86,4,hyundai,elite,30
Ahmedabad,Petrol,Manual,First,5,8.25,17.5,1199,88.7,3,honda,wrv,32
Bangalore,Petrol,Manual,First,5,4.65,16.47,1198,73.9,7,volkswagen,polo,74
Bangalore,Petrol,Manual,First,5,4.4,18.9,1197,81.86,6,hyundai,grand,61
Kolkata,Petrol,Manual,First,5,3.99,19.1,1197,85.8,6,maruti,swift,33
Kochi,Diesel,Manual,First,5,5.27,22.7,1498,89.84,6,ford,ecosport,71
Ahmedabad,Diesel,Manual,First,5,7.25,26,1498,98.6,4,honda,city,67
Chennai,Diesel,Manual,Second,5,1.6,17,1405,70,12,tata,indigo,99
Chennai,Petrol,Manual,First,5,3,20.36,1197,78.9,10,hyundai,i10,26
Mumbai,Petrol,Manual,First,5,4.95,18.7,1199,88.7,5,honda,jazz,27
Hyderabad,Diesel,Manual,First,5,8.99,23.65,1248,88.5,4,maruti,sx4,82
Coimbatore,Petrol,Manual,First,5,6.16,16.47,1198,73.9,4,volkswagen,polo,26
Hyderabad,Diesel,Manual,First,5,3.5,21.1,1248,73.9,10,maruti,ritz,110
Jaipur,Petrol,Manual,First,5,4.5,19.5,1199,88.76,6,honda,amaze,69
Hyderabad,Petrol,Manual,First,5,7.75,18.6,1197,81.83,3,hyundai,i20,12
Hyderabad,Diesel,Manual,First,5,6.6,20.45,1461,83.8,6,renault,duster,77
Kochi,Petrol,Manual,First,5,4.98,18.9,1197,82,6,hyundai,grand,48
Mumbai,Diesel,Manual,First,5,5.55,22.7,1498,89.84,6,ford,ecosport,69
Hyderabad,Petrol,Manual,First,5,1.8,14.49,1399,92.7,12,chevrolet,aveo,55
Hyderabad,Petrol,Manual,First,5,6.25,16.2,1199,74,3,volkswagen,polo,18
Hyderabad,Diesel,Manual,Second,7,6.8,14.95,2489,93.7,5,mahindra,xylo,129
Hyderabad,Petrol,Automatic,First,5,3,19.2,1197,80,11,hyundai,i10,50
Coimbatore,Petrol,Manual,First,5,5.5,18.9,1197,81.86,6,hyundai,grand,33
Mumbai,Petrol,Manual,First,5,5.65,18.6,1197,81.83,5,hyundai,i20,25
Ahmedabad,Diesel,Manual,First,8,3.25,18.2,1248,73.8,7,chevrolet,enjoy,71
Jaipur,Diesel,Manual,First,5,1.55,25.44,936,57.6,7,chevrolet,beat,98
Coimbatore,Petrol,Manual,First,5,6.72,18.6,1197,81.83,4,hyundai,i20,44
Hyderabad,Diesel,Manual,First,7,3.8,17.21,1493,100,8,mahindra,quanto,90
Pune,Petrol,Manual,First,5,2.3,18.9,998,67.1,10,maruti,wagon,91
Jaipur,Diesel,Manual,First,7,8.7,24.52,1248,88.5,4,maruti,ertiga,50
Delhi,Diesel,Manual,First,5,4.95,24.4,1120,71.01,5,hyundai,xcent,58
Jaipur,Diesel,Manual,First,5,4.25,22.9,1248,74,8,maruti,swift,80
Pune,Diesel,Manual,Second,5,6,22.54,1396,88.73,5,hyundai,i20,54
Hyderabad,Petrol,Manual,First,6,4.1,18.15,1198,82,4,mahindra,kuv,24
Kolkata,Petrol,Manual,First,5,2.01,24.7,796,47.3,7,maruti,alto,24
Hyderabad,Petrol,Manual,First,5,2.6,15.7,1172,67,10,fiat,punto,59
Kolkata,Petrol,Manual,First,5,2.35,18.9,998,67.1,8,maruti,wagon,40
Chennai,Petrol,Manual,First,5,2.9,19.4,1198,86.8,7,honda,brio,42
Coimbatore,Diesel,Manual,Second,5,9.18,22.54,1396,88.73,3,hyundai,i20,24
Kochi,Petrol,Manual,First,5,5.53,17.8,1198,86.7,3,honda,amaze,61
Chennai,Petrol,Manual,First,6,3.75,18.15,1198,82,4,mahindra,kuv,13
Bangalore,Petrol,Manual,Second,5,5.25,16.47,1198,74,6,volkswagen,polo,30
Jaipur,Diesel,Manual,First,5,5.1,28.4,1248,74,5,maruti,swift,63
Delhi,Diesel,Manual,First,5,3.5,25.8,1498,98.6,6,honda,amaze,66
Hyderabad,Diesel,Manual,First,5,5.55,23.5,1396,88.7,8,hyundai,verna,93
Ahmedabad,Petrol,Manual,First,5,3.91,18.6,1197,85.8,8,maruti,swift,48
Chennai,Petrol,Manual,First,5,2.19,18.6,1199,79.4,10,chevrolet,beat,66
Coimbatore,Petrol,Automatic,First,5,6.89,18.9,1197,82,3,hyundai,grand,27
Coimbatore,Petrol,Manual,Second,5,3.47,15.6,1196,70,9,ford,figo,51
Pune,Petrol,Manual,First,5,2.85,16.1,1298,88.2,10,maruti,swift,75
Hyderabad,Petrol,Manual,First,5,6.3,18.2,1199,88.7,5,honda,jazz,37
Chennai,Diesel,Manual,First,5,4.75,20.14,1498,88.8,6,volkswagen,polo,70
Hyderabad,Diesel,Manual,First,5,5.8,19.87,1461,83.14,7,nissan,terrano,65
Kochi,Petrol,Manual,First,5,4.65,18.5,1197,82.9,6,hyundai,i20,44
Kolkata,Petrol,Manual,First,7,3.25,19.44,1198,67,4,datsun,go,12
Mumbai,Petrol,Automatic,First,5,4.45,15.5,1198,86.7,6,honda,amaze,39
Pune,Diesel,Manual,First,5,12,25.6,1498,98.6,3,honda,city,42
Chennai,Petrol,Manual,First,5,0.8,14.4,1396,65,12,tata,indigo,73
Chennai,Diesel,Manual,First,5,5.95,24,1186,73.97,2,hyundai,grand,48
Delhi,Diesel,Manual,First,5,3.47,20,1399,68.05,6,ford,figo,66
Delhi,Petrol,Manual,First,5,3.1,16.47,1198,73.9,8,volkswagen,polo,52
Hyderabad,Diesel,Manual,First,5,7.99,23.65,1248,88.5,5,maruti,s,61
Bangalore,Diesel,Manual,First,7,8.75,20.77,1248,88.8,5,maruti,ertiga,74
Hyderabad,Petrol,Automatic,First,5,4.19,19.2,1197,80,7,hyundai,i10,89
Jaipur,Petrol,Manual,Second,5,2.11,16.9,1497,100,14,honda,city,95
Jaipur,Petrol,Manual,First,6,6.25,18.15,1198,82,2,mahindra,kuv,15
Coimbatore,Diesel,Manual,First,5,4.45,20,1399,68.05,7,ford,figo,65
Hyderabad,Petrol,Manual,First,5,1.75,15.26,1150,74.9,13,chevrolet,aveo,33
Hyderabad,Diesel,Manual,First,5,5.1,25.83,1498,99,4,ford,figo,71
Kolkata,Petrol,Automatic,First,5,5.74,21.4,1197,83.1,4,maruti,baleno,20
Hyderabad,Petrol,Manual,First,5,3.3,16.1,1197,85,10,maruti,swift,71
Chennai,Diesel,Automatic,First,5,8.9,28.4,1248,73.75,3,maruti,dzire,19
Jaipur,Petrol,Manual,First,5,1.8,21.1,814,55.2,7,hyundai,eon,70
Delhi,Diesel,Manual,First,7,5.99,20.77,1248,88.76,6,maruti,ertiga,54
Kochi,Petrol,Manual,First,5,4.94,18,1198,86.7,5,honda,amaze,51
Jaipur,Petrol,Manual,Third,5,1.5,16.6,1388,68,13,ford,fiesta,125
Delhi,Diesel,Manual,First,7,6.5,20.77,1248,88.8,6,maruti,ertiga,22
Delhi,Diesel,Manual,First,5,3.71,24,1120,70,7,hyundai,grand,63
Pune,Petrol,Manual,First,5,5,20.14,1197,81.86,2,hyundai,xcent,31
Ahmedabad,Petrol,Manual,First,5,1.99,19.81,1086,68.05,12,hyundai,i10,60
Mumbai,Petrol,Manual,First,5,4.25,18,1198,86.7,3,honda,amaze,32
Mumbai,Petrol,Manual,First,5,2.95,20.36,1197,78.9,9,hyundai,i10,9
Pune,Petrol,Manual,First,5,3.5,25.17,799,53.3,2,renault,kwid,5
Jaipur,Petrol,Manual,First,5,2.75,22.74,796,47.3,5,maruti,alto,50
Pune,Petrol,Manual,First,5,2.7,16.2,1199,74,9,volkswagen,polo,36
Mumbai,Diesel,Manual,First,5,9.9,21.38,1396,88.7,3,hyundai,creta,35
Kolkata,Diesel,Manual,First,5,3.96,23.4,1248,74,6,maruti,swift,38
Chennai,Diesel,Manual,First,7,8.25,20.77,1248,88.8,5,maruti,ertiga,40
Coimbatore,Petrol,Manual,First,5,7.58,18.6,1197,81.83,2,hyundai,i20,20
Hyderabad,Diesel,Manual,First,5,3.99,24,1120,70,6,hyundai,grand,73
Hyderabad,Petrol,Manual,First,5,1.75,19.7,796,46.3,13,maruti,alto,52
Kolkata,Diesel,Manual,First,5,4.1,24.8,1396,88.7,8,hyundai,verna,38
Coimbatore,Diesel,Manual,First,5,3.56,20,1399,68,5,ford,figo,92
Hyderabad,Diesel,Manual,First,5,9.5,22.7,1498,89.84,3,ford,ecosport,32
